rsn,address,bing_address,neighbourhood,apartment,property_type,year_built,year_registered,units,storeys,property_management_or_landlord,evaluation_completed_on,score,score_percent,score_bucket,score_colour,agi,date_agi_initiated,tdf,tdf_year,reduced_increase_by,eviction_hearing,hearings,geometry,tooltip
4154335,2552 Keele St,2552 Keele St,Maple Leaf,TRUE,Private,1954,2017,29,4,The Brown Group Of Companies,2020-10-27,82,82%,81% to 100%,#e7e1ef,TRUE,2019-10-17,FALSE,NA,NA,TRUE,1,"c(-79.4802112, 43.7163227)",<b>2552 Keele St</b><br><b>Built</b>: 1954<br><b>Landlord/Management</b>: The Brown Group Of Companies<br><b>Units</b>: 29<br><b>RentSafeTO Evaluation</b>: 82%<br><b>Eviction Hearings</b>: 1<br><b>AGI Application</b>: 2019-10-17<br>
4154337,2548 Keele St,2548 Keele St,Maple Leaf,TRUE,Private,1955,2017,12,3,NA,2020-10-27,78,78%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.4800397, 43.7157173)",<b>2548 Keele St</b><br><b>Built</b>: 1955<br><b>Units</b>: 12<br><b>RentSafeTO Evaluation</b>: 78%<br>
4154340,1630 Lawrence Ave W,1630 Lawrence Ave W,Rustic,TRUE,Social Housing,1994,2017,100,8,Affordable Property Management,2020-10-19,76,76%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.491207, 43.706074)",<b>1630 Lawrence Ave W</b><br><b>Built</b>: 1994<br><b>Landlord/Management</b>: Affordable Property Management<br><b>Units</b>: 100<br><b>RentSafeTO Evaluation</b>: 76%<br>
4153604,569 Broadview Ave,569 Broadview Ave,North Riverdale,TRUE,Private,1929,2017,48,4,NA,2019-12-10,76,76%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.3550548, 43.6724738)",<b>569 Broadview Ave</b><br><b>Built</b>: 1929<br><b>Units</b>: 48<br><b>RentSafeTO Evaluation</b>: 76%<br>
4153615,80 Danforth Ave,80 Danforth Ave,Playter Estates-Danforth,TRUE,TCHC,1978,2017,131,5,Toronto Community Housing,2020-11-10,74,74%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,TRUE,1,"c(-79.3597548, 43.6763324)",<b>80 Danforth Ave</b><br><b>Built</b>: 1978<br><b>Landlord/Management</b>: Toronto Community Housing<br><b>Units</b>: 131<br><b>RentSafeTO Evaluation</b>: 74%<br><b>Eviction Hearings</b>: 1<br>
4153616,849 Broadview Ave,849 Broadview Ave,Playter Estates-Danforth,TRUE,Private,1940,2017,32,4,Upper Broadview Suites Ltd,2019-12-04,77,77%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.3578372, 43.6794161)",<b>849 Broadview Ave</b><br><b>Built</b>: 1940<br><b>Landlord/Management</b>: Upper Broadview Suites Ltd<br><b>Units</b>: 32<br><b>RentSafeTO Evaluation</b>: 77%<br>
4153617,856-858 Broadview Ave,856 Broadview Ave,Playter Estates-Danforth,TRUE,Private,1955,2017,23,4,Paul Thornton,2021-04-30,66,66%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.3585098, 43.6791986)",<b>856-858 Broadview Ave</b><br><b>Built</b>: 1955<br><b>Landlord/Management</b>: Paul Thornton<br><b>Units</b>: 23<br><b>RentSafeTO Evaluation</b>: 66%<br>
4152989,130 Jameson Ave,130 Jameson Ave,South Parkdale,TRUE,Private,1955,2017,108,7,Myriad Property Management,2020-10-22,75,75%,61% to 80%,#c994c7,TRUE,"2018-12-10, 2018-07-19",TRUE,2019,0.18%,TRUE,1,"c(-79.4361577, 43.6363783)","<b>130 Jameson Ave</b><br><b>Built</b>: 1955<br><b>Landlord/Management</b>: Myriad Property Management<br><b>Units</b>: 108<br><b>RentSafeTO Evaluation</b>: 75%<br><b>Eviction Hearings</b>: 1<br><b>AGI Application</b>: 2018-12-10, 2018-07-19<br><b>Tenant Defence Fund Received</b>: 2019<br><b>TDF Reduced Increase By</b>: 0.18%<br>"
4152991,110 Jameson Ave,110 Jameson Ave,South Parkdale,TRUE,Private,1960,NA,91,7,Lily Land,2020-11-04,78,78%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,TRUE,1,"c(-79.4357509, 43.6354698)",<b>110 Jameson Ave</b><br><b>Built</b>: 1960<br><b>Landlord/Management</b>: Lily Land<br><b>Units</b>: 91<br><b>RentSafeTO Evaluation</b>: 78%<br><b>Eviction Hearings</b>: 1<br>
4153003,1623 Queen St W,1623 Queen St W,South Parkdale,TRUE,Private,1922,2017,42,4,NA,2020-10-29,63,63%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.445213, 43.6387836)",<b>1623 Queen St W</b><br><b>Built</b>: 1922<br><b>Units</b>: 42<br><b>RentSafeTO Evaluation</b>: 63%<br>
4153012,150 Dowling Ave,150 Dowling Ave,South Parkdale,TRUE,Private,1958,2017,66,7,Metcap Living Management Inc.,2019-11-04,79,79%,61% to 80%,#c994c7,TRUE,2017-03-02,FALSE,NA,NA,FALSE,NA,"c(-79.43948, 43.637794)",<b>150 Dowling Ave</b><br><b>Built</b>: 1958<br><b>Landlord/Management</b>: Metcap Living Management Inc.<br><b>Units</b>: 66<br><b>RentSafeTO Evaluation</b>: 79%<br><b>AGI Application</b>: 2017-03-02<br>
4153023,190 Jameson Ave,190 Jameson Ave,South Parkdale,TRUE,Private,1963,2019,62,11,Akelius Canada Ltd,2019-11-04,73,73%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,TRUE,1,"c(-79.4372322, 43.6393505)",<b>190 Jameson Ave</b><br><b>Built</b>: 1963<br><b>Landlord/Management</b>: Akelius Canada Ltd<br><b>Units</b>: 62<br><b>RentSafeTO Evaluation</b>: 73%<br><b>Eviction Hearings</b>: 1<br>
4153024,188 Jameson Ave,188 Jameson Ave,South Parkdale,TRUE,Private,1960,2017,47,8,Akelius Canada Ltd,2019-11-04,68,68%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,TRUE,1,"c(-79.4371448, 43.6391287)",<b>188 Jameson Ave</b><br><b>Built</b>: 1960<br><b>Landlord/Management</b>: Akelius Canada Ltd<br><b>Units</b>: 47<br><b>RentSafeTO Evaluation</b>: 68%<br><b>Eviction Hearings</b>: 1<br>
4153025,182 Jameson Ave,182 Jameson Ave,South Parkdale,TRUE,Private,1965,2018,82,11,NA,2021-04-21,61,61%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.437025, 43.6389046)",<b>182 Jameson Ave</b><br><b>Built</b>: 1965<br><b>Units</b>: 82<br><b>RentSafeTO Evaluation</b>: 61%<br>
4153026,189 Dowling Ave,189 Dowling Ave,South Parkdale,TRUE,Private,1917,2017,10,4,Smartsell Marketing,2020-11-05,64,64%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.4394699, 43.6396131)",<b>189 Dowling Ave</b><br><b>Built</b>: 1917<br><b>Landlord/Management</b>: Smartsell Marketing<br><b>Units</b>: 10<br><b>RentSafeTO Evaluation</b>: 64%<br>
4153030,149 Jameson Ave,149 Jameson Ave,South Parkdale,TRUE,Social Housing,1910,2017,48,5,Ecuhome Corporation,2019-11-04,78,78%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.4357875, 43.6374047)",<b>149 Jameson Ave</b><br><b>Built</b>: 1910<br><b>Landlord/Management</b>: Ecuhome Corporation<br><b>Units</b>: 48<br><b>RentSafeTO Evaluation</b>: 78%<br>
4153644,1119 Gerrard St E,1119 Gerrard St E,South Riverdale,TRUE,Social Housing,1996,2017,29,5,NA,2021-04-30,74,74%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.3331935, 43.6695527)",<b>1119 Gerrard St E</b><br><b>Built</b>: 1996<br><b>Units</b>: 29<br><b>RentSafeTO Evaluation</b>: 74%<br>
4153052,320 Roncesvalles Ave,320 Roncesvalles Ave,High Park-Swansea,TRUE,Private,1918,2020,16,4,Ipg Management Group Inc,2019-08-28,51,51%,60% and under,#dd1c77,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.4508253, 43.6500207)",<b>320 Roncesvalles Ave</b><br><b>Built</b>: 1918<br><b>Landlord/Management</b>: Ipg Management Group Inc<br><b>Units</b>: 16<br><b>RentSafeTO Evaluation</b>: 51%<br>
4153053,470 Roncesvalles Ave,470 Roncesvalles Ave,High Park-Swansea,TRUE,Private,1960,2017,39,4,Hazelview Properties,2020-11-20,78,78%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.4519246, 43.6530309)",<b>470 Roncesvalles Ave</b><br><b>Built</b>: 1960<br><b>Landlord/Management</b>: Hazelview Properties<br><b>Units</b>: 39<br><b>RentSafeTO Evaluation</b>: 78%<br>
4153056,1643 Bloor St W,1643 Bloor St W,High Park-Swansea,TRUE,Private,1930,2019,25,3,NA,2020-11-03,73,73%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.4559075, 43.655264)",<b>1643 Bloor St W</b><br><b>Built</b>: 1930<br><b>Units</b>: 25<br><b>RentSafeTO Evaluation</b>: 73%<br>
4153058,1585 Bloor St W,1585 Bloor St W,High Park-Swansea,TRUE,Private,1930,2017,48,3,NA,2021-04-08,71,71%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.4545967, 43.6555426)",<b>1585 Bloor St W</b><br><b>Built</b>: 1930<br><b>Units</b>: 48<br><b>RentSafeTO Evaluation</b>: 71%<br>
4153659,145 Strathmore Blvd,145 Strathmore Blvd,Danforth,TRUE,TCHC,1974,2017,350,14,Toronto Community Housing,2020-12-22,82,82%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,TRUE,2,"c(-79.3340236, 43.6816013)",<b>145 Strathmore Blvd</b><br><b>Built</b>: 1974<br><b>Landlord/Management</b>: Toronto Community Housing<br><b>Units</b>: 350<br><b>RentSafeTO Evaluation</b>: 82%<br><b>Eviction Hearings</b>: 2<br>
4153679,140 Kingston Rd,140 Kingston Rd,Woodbine Corridor,TRUE,Private,1954,2017,60,4,Smallwood Consulting Ltd.,2020-11-06,81,81%,81% to 100%,#e7e1ef,TRUE,"2018-11-05, 2016-09-28",FALSE,NA,NA,FALSE,NA,"c(-79.3114889, 43.670944)","<b>140 Kingston Rd</b><br><b>Built</b>: 1954<br><b>Landlord/Management</b>: Smallwood Consulting Ltd.<br><b>Units</b>: 60<br><b>RentSafeTO Evaluation</b>: 81%<br><b>AGI Application</b>: 2018-11-05, 2016-09-28<br>"
4153143,115 Euclid Ave,115 Euclid Ave,Trinity-Bellwoods,TRUE,Private,1930,2017,16,3,NA,2020-12-10,79,79%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.4085762, 43.6494088)",<b>115 Euclid Ave</b><br><b>Built</b>: 1930<br><b>Units</b>: 16<br><b>RentSafeTO Evaluation</b>: 79%<br>
4153149,225 Gladstone Ave,225 Gladstone Ave,Little Portugal,TRUE,Private,1911,2019,27,4,Gulburg Inc.,2019-03-06,50,50%,60% and under,#dd1c77,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.4295342, 43.6493608)",<b>225 Gladstone Ave</b><br><b>Built</b>: 1911<br><b>Landlord/Management</b>: Gulburg Inc.<br><b>Units</b>: 27<br><b>RentSafeTO Evaluation</b>: 50%<br>
4153151,805 College St,805 College St,Trinity-Bellwoods,TRUE,Private,1929,2017,72,4,Aykler Real Estate Inc.,2020-11-26,80,80%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.4216087, 43.65439)",<b>805 College St</b><br><b>Built</b>: 1929<br><b>Landlord/Management</b>: Aykler Real Estate Inc.<br><b>Units</b>: 72<br><b>RentSafeTO Evaluation</b>: 80%<br>
4153157,72 Clinton St,72 Clinton St,Palmerston-Little Italy,TRUE,TCHC,1989,2017,157,7,NA,2021-04-21,81,81%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.4149575, 43.6557001)",<b>72 Clinton St</b><br><b>Built</b>: 1989<br><b>Units</b>: 157<br><b>RentSafeTO Evaluation</b>: 81%<br>
4153161,1121 Bloor St W,1121 Bloor St W,Dufferin Grove,TRUE,Private,1926,NA,11,4,Charles Dieu,2021-05-05,68,68%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.4348671, 43.6597685)",<b>1121 Bloor St W</b><br><b>Built</b>: 1926<br><b>Landlord/Management</b>: Charles Dieu<br><b>Units</b>: 11<br><b>RentSafeTO Evaluation</b>: 68%<br>
4153720,2526 Danforth Ave,2526 Danforth Ave,East End-Danforth,TRUE,Social Housing,1988,2020,48,7,NA,2021-04-22,78,78%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.302572, 43.688325)",<b>2526 Danforth Ave</b><br><b>Built</b>: 1988<br><b>Units</b>: 48<br><b>RentSafeTO Evaluation</b>: 78%<br>
4153723,2287 Gerrard St E,2287 Gerrard St E,East End-Danforth,TRUE,TCHC,1967,2017,38,5,NA,2020-11-25,76,76%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.2954422, 43.6847638)",<b>2287 Gerrard St E</b><br><b>Built</b>: 1967<br><b>Units</b>: 38<br><b>RentSafeTO Evaluation</b>: 76%<br>
4153737,45 Glen Rd,45 Glen Rd,Rosedale-Moore Park,TRUE,Private,1955,2018,28,4,NA,2019-11-27,87,87%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.3751891, 43.6746296)",<b>45 Glen Rd</b><br><b>Built</b>: 1955<br><b>Units</b>: 28<br><b>RentSafeTO Evaluation</b>: 87%<br>
4153176,14 Spadina Rd,14 Spadina Rd,Annex,TRUE,Social Housing,1972,2017,103,6,Wigwamen Incorporated,2019-11-26,84,84%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.404977, 43.667679)",<b>14 Spadina Rd</b><br><b>Built</b>: 1972<br><b>Landlord/Management</b>: Wigwamen Incorporated<br><b>Units</b>: 103<br><b>RentSafeTO Evaluation</b>: 84%<br>
4153183,38 Barton Ave,38 Barton Ave,Annex,TRUE,Private,1919,2018,18,4,Castlehill Property Management,2019-11-26,73,73%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,TRUE,1,"c(-79.4139012, 43.668074)",<b>38 Barton Ave</b><br><b>Built</b>: 1919<br><b>Landlord/Management</b>: Castlehill Property Management<br><b>Units</b>: 18<br><b>RentSafeTO Evaluation</b>: 73%<br><b>Eviction Hearings</b>: 1<br>
4153188,40 Walmer Rd,40 Walmer Rd,Annex,TRUE,Private,1961,2017,33,4,2114778 Ontario Inc.,2020-10-25,69,69%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.4069394, 43.6687733)",<b>40 Walmer Rd</b><br><b>Built</b>: 1961<br><b>Landlord/Management</b>: 2114778 Ontario Inc.<br><b>Units</b>: 33<br><b>RentSafeTO Evaluation</b>: 69%<br>
4153194,245 A Howland Ave,245 A Howland Ave,Annex,TRUE,Private,1920,2019,24,3,Cogir Management Corporation,2019-11-26,74,74%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.411182644258, 43.6728710591731)",<b>245 A Howland Ave</b><br><b>Built</b>: 1920<br><b>Landlord/Management</b>: Cogir Management Corporation<br><b>Units</b>: 24<br><b>RentSafeTO Evaluation</b>: 74%<br>
4153199,25 Bedford Rd,25 Bedford Rd,Annex,TRUE,Private,2004,2017,62,8,Firm Capital,2020-11-10,86,86%,81% to 100%,#e7e1ef,TRUE,2018-12-24,FALSE,NA,NA,FALSE,NA,"c(-79.3977139, 43.670014)",<b>25 Bedford Rd</b><br><b>Built</b>: 2004<br><b>Landlord/Management</b>: Firm Capital<br><b>Units</b>: 62<br><b>RentSafeTO Evaluation</b>: 86%<br><b>AGI Application</b>: 2018-12-24<br>
4153770,44 Balliol St,44 Balliol St,Mount Pleasant West,TRUE,Private,1957,2017,30,4,Star Property Management Ltd.,2020-12-04,68,68%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.3950972, 43.6979676)",<b>44 Balliol St</b><br><b>Built</b>: 1957<br><b>Landlord/Management</b>: Star Property Management Ltd.<br><b>Units</b>: 30<br><b>RentSafeTO Evaluation</b>: 68%<br>
4153853,25 Sherwood Ave,25 Sherwood Ave,Mount Pleasant East,TRUE,Private,1930,2017,27,3,Minto Properties,2020-12-16,85,85%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.3980148, 43.7135418)",<b>25 Sherwood Ave</b><br><b>Built</b>: 1930<br><b>Landlord/Management</b>: Minto Properties<br><b>Units</b>: 27<br><b>RentSafeTO Evaluation</b>: 85%<br>
4153856,172 Sherwood Ave,172 Sherwood Ave,Mount Pleasant East,TRUE,Private,1965,2017,18,3,6716741 Canada Inc,2019-10-30,78,78%,61% to 80%,#c994c7,TRUE,2018-12-11,FALSE,NA,NA,FALSE,NA,"c(-79.391241, 43.7155091)",<b>172 Sherwood Ave</b><br><b>Built</b>: 1965<br><b>Landlord/Management</b>: 6716741 Canada Inc<br><b>Units</b>: 18<br><b>RentSafeTO Evaluation</b>: 78%<br><b>AGI Application</b>: 2018-12-11<br>
4153219,250 St George St,250 Saint George St,Annex,TRUE,Private,1969,2017,64,11,Hollyburn Properties,2019-11-26,86,86%,81% to 100%,#e7e1ef,TRUE,"2020-09-24, 2016-11-23",FALSE,NA,NA,FALSE,NA,"c(-79.402362, 43.672726)","<b>250 St George St</b><br><b>Built</b>: 1969<br><b>Landlord/Management</b>: Hollyburn Properties<br><b>Units</b>: 64<br><b>RentSafeTO Evaluation</b>: 86%<br><b>AGI Application</b>: 2020-09-24, 2016-11-23<br>"
4153223,161 St George St,161 Saint George St,Annex,TRUE,Private,1960,2017,62,7,Robinwood Management,2020-11-10,87,87%,81% to 100%,#e7e1ef,TRUE,2019-04-23,FALSE,NA,NA,FALSE,NA,"c(-79.4005497, 43.6702705)",<b>161 St George St</b><br><b>Built</b>: 1960<br><b>Landlord/Management</b>: Robinwood Management<br><b>Units</b>: 62<br><b>RentSafeTO Evaluation</b>: 87%<br><b>AGI Application</b>: 2019-04-23<br>
4153224,169 St George St,169 Saint George St,Annex,TRUE,Private,1956,2017,52,9,Hollyburn Properties Ltd,2020-11-04,91,91%,81% to 100%,#e7e1ef,TRUE,"2019-12-09, 2018-04-17",FALSE,NA,NA,FALSE,NA,"c(-79.400787, 43.6708913)","<b>169 St George St</b><br><b>Built</b>: 1956<br><b>Landlord/Management</b>: Hollyburn Properties Ltd<br><b>Units</b>: 52<br><b>RentSafeTO Evaluation</b>: 91%<br><b>AGI Application</b>: 2019-12-09, 2018-04-17<br>"
4155583,4100 Lawrence Ave E,4100 Lawrence Ave E,West Hill,TRUE,TCHC,1972,2017,185,11,Del Management,2021-04-14,82,82%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,TRUE,1,"c(-79.1959107, 43.766496)",<b>4100 Lawrence Ave E</b><br><b>Built</b>: 1972<br><b>Landlord/Management</b>: Del Management<br><b>Units</b>: 185<br><b>RentSafeTO Evaluation</b>: 82%<br><b>Eviction Hearings</b>: 1<br>
4155584,365 Bay Mills Blvd,365 Bay Mills Blvd,Tam O'Shanter-Sullivan,TRUE,TCHC,1970,2017,186,13,NA,2020-11-24,82,82%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.3008421, 43.781243)",<b>365 Bay Mills Blvd</b><br><b>Built</b>: 1970<br><b>Units</b>: 186<br><b>RentSafeTO Evaluation</b>: 82%<br>
4155588,85 Spencer Ave,85 Spencer Ave,South Parkdale,TRUE,TCHC,1974,2017,57,7,NA,2021-04-27,81,81%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.4301491, 43.6373405)",<b>85 Spencer Ave</b><br><b>Built</b>: 1974<br><b>Units</b>: 57<br><b>RentSafeTO Evaluation</b>: 81%<br>
4155594,250 Davenport Rd,250 Davenport Rd,Annex,TRUE,TCHC,1968,2017,460,25,Greenwin,2021-04-19,78,78%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,TRUE,3,"c(-79.3983, 43.674923)",<b>250 Davenport Rd</b><br><b>Built</b>: 1968<br><b>Landlord/Management</b>: Greenwin<br><b>Units</b>: 460<br><b>RentSafeTO Evaluation</b>: 78%<br><b>Eviction Hearings</b>: 3<br>
4155610,1080 Eastern Ave,1080 Eastern Ave,Greenwood-Coxwell,TRUE,TCHC,1965,2017,41,6,TCH,2021-04-21,81,81%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.3160424, 43.6658614)",<b>1080 Eastern Ave</b><br><b>Built</b>: 1965<br><b>Landlord/Management</b>: TCH<br><b>Units</b>: 41<br><b>RentSafeTO Evaluation</b>: 81%<br>
4156611,2844 Bloor St W,2844 Bloor St W,Kingsway South,TRUE,Private,1955,2017,14,3,1568662 Ontario,2020-12-10,84,84%,81% to 100%,#e7e1ef,TRUE,2018-12-10,FALSE,NA,NA,FALSE,NA,"c(-79.5039242, 43.6492794)",<b>2844 Bloor St W</b><br><b>Built</b>: 1955<br><b>Landlord/Management</b>: 1568662 Ontario<br><b>Units</b>: 14<br><b>RentSafeTO Evaluation</b>: 84%<br><b>AGI Application</b>: 2018-12-10<br>
4156620,1 Wingreen Crt,1 Wingreen Crt,Banbury-Don Mills,TRUE,Private,1950,2017,11,3,NA,2020-12-15,75,75%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.3416188, 43.738865)",<b>1 Wingreen Crt</b><br><b>Built</b>: 1950<br><b>Units</b>: 11<br><b>RentSafeTO Evaluation</b>: 75%<br>
4156627,30 St Dennis Dr,30 St Dennis Dr,Flemingdon Park,TRUE,Private,1964,2017,56,4,Briarlane,2019-11-06,92,92%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,TRUE,1,"c(-79.3310052, 43.7187623)",<b>30 St Dennis Dr</b><br><b>Built</b>: 1964<br><b>Landlord/Management</b>: Briarlane<br><b>Units</b>: 56<br><b>RentSafeTO Evaluation</b>: 92%<br><b>Eviction Hearings</b>: 1<br>
4156653,136 Berry Rd,136 Berry Rd,Stonegate-Queensway,TRUE,Private,1954,2017,22,4,Gold Seal Management,2019-10-30,74,74%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,TRUE,1,"c(-79.4863397, 43.6383269)",<b>136 Berry Rd</b><br><b>Built</b>: 1954<br><b>Landlord/Management</b>: Gold Seal Management<br><b>Units</b>: 22<br><b>RentSafeTO Evaluation</b>: 74%<br><b>Eviction Hearings</b>: 1<br>
4156664,4301 Kingston Rd,4301 Kingston Rd,West Hill,TRUE,TCHC,1972,2017,419,20,Del Managment,2019-11-28,68,68%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,TRUE,1,"c(-79.193027, 43.762423)",<b>4301 Kingston Rd</b><br><b>Built</b>: 1972<br><b>Landlord/Management</b>: Del Managment<br><b>Units</b>: 419<br><b>RentSafeTO Evaluation</b>: 68%<br><b>Eviction Hearings</b>: 1<br>
4153850,11 Sherwood Ave,11 Sherwood Ave,Mount Pleasant East,TRUE,Private,1930,2017,23,3,Minto Proeprties,2018-12-13,86,86%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.3988778, 43.7133697)",<b>11 Sherwood Ave</b><br><b>Built</b>: 1930<br><b>Landlord/Management</b>: Minto Proeprties<br><b>Units</b>: 23<br><b>RentSafeTO Evaluation</b>: 86%<br>
4154103,120 Cosburn Ave,120 Cosburn Ave,Old East York,TRUE,Private,1950,2017,57,6,Sowein Apartments,2019-12-04,84,84%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.3481468, 43.6898627)",<b>120 Cosburn Ave</b><br><b>Built</b>: 1950<br><b>Landlord/Management</b>: Sowein Apartments<br><b>Units</b>: 57<br><b>RentSafeTO Evaluation</b>: 84%<br>
4154104,257 Torrens Ave,257 Torrens Ave,Old East York,TRUE,Private,1950,2017,17,3,NA,2020-12-17,84,84%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.3435907, 43.6923368)",<b>257 Torrens Ave</b><br><b>Built</b>: 1950<br><b>Units</b>: 17<br><b>RentSafeTO Evaluation</b>: 84%<br>
4154105,280 Sammon Ave,280 Sammon Ave,Danforth East York,TRUE,Private,1955,2017,34,4,NA,2020-12-15,83,83%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.337011, 43.6866423)",<b>280 Sammon Ave</b><br><b>Built</b>: 1955<br><b>Units</b>: 34<br><b>RentSafeTO Evaluation</b>: 83%<br>
4154593,3888 Bathurst St,3888 Bathurst St,Clanton Park,TRUE,Private,1958,2017,31,3,Starlight Investments,2020-11-18,84,84%,81% to 100%,#e7e1ef,TRUE,"2017-12-29, 2016-09-27",FALSE,NA,NA,FALSE,NA,"c(-79.4358669, 43.7428412)","<b>3888 Bathurst St</b><br><b>Built</b>: 1958<br><b>Landlord/Management</b>: Starlight Investments<br><b>Units</b>: 31<br><b>RentSafeTO Evaluation</b>: 84%<br><b>AGI Application</b>: 2017-12-29, 2016-09-27<br>"
4154596,3880 Bathurst St,3880 Bathurst St,Clanton Park,TRUE,Private,1960,2017,58,4,Westdale Properties,2019-11-07,73,73%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.4356696, 43.7418174)",<b>3880 Bathurst St</b><br><b>Built</b>: 1960<br><b>Landlord/Management</b>: Westdale Properties<br><b>Units</b>: 58<br><b>RentSafeTO Evaluation</b>: 73%<br>
4154601,4114 Bathurst St,4114 Bathurst St,Clanton Park,TRUE,Private,1955,2017,17,4,Marsha Switzer,2020-12-04,80,80%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.436577, 43.7461587)",<b>4114 Bathurst St</b><br><b>Built</b>: 1955<br><b>Landlord/Management</b>: Marsha Switzer<br><b>Units</b>: 17<br><b>RentSafeTO Evaluation</b>: 80%<br>
4154606,4234 Bathurst St,4234 Bathurst St,Clanton Park,TRUE,Private,1950,2017,13,3,NA,2020-12-08,70,70%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.4375518, 43.7500726)",<b>4234 Bathurst St</b><br><b>Built</b>: 1950<br><b>Units</b>: 13<br><b>RentSafeTO Evaluation</b>: 70%<br>
4154826,34 Leith Hill Rd,34 Leith Hill Rd,Don Valley Village,TRUE,Private,1965,2017,231,11,Er Property Rentals Inc.,2019-11-07,92,92%,81% to 100%,#e7e1ef,TRUE,2019-03-08,TRUE,2019,0.74%,FALSE,NA,"c(-79.348946, 43.77763)",<b>34 Leith Hill Rd</b><br><b>Built</b>: 1965<br><b>Landlord/Management</b>: Er Property Rentals Inc.<br><b>Units</b>: 231<br><b>RentSafeTO Evaluation</b>: 92%<br><b>AGI Application</b>: 2019-03-08<br><b>Tenant Defence Fund Received</b>: 2019<br><b>TDF Reduced Increase By</b>: 0.74%<br>
